time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-01 00:00:00+00:00,18,9,0,0
2026-03-02 00:00:00+00:00,4,3,4,2
2026-03-03 00:00:00+00:00,3,2,5,2
2026-03-04 00:00:00+00:00,3,2,1,1
2026-03-05 00:00:00+00:00,16,7,1,1
2026-03-06 00:00:00+00:00,10,5,1,1
2026-03-07 00:00:00+00:00,20,7,9,2
2026-03-08 00:00:00+00:00,5,4,0,0
2026-03-09 00:00:00+00:00,10,5,16,1
2026-03-10 00:00:00+00:00,13,5,0,0
2026-03-11 00:00:00+00:00,13,7,0,0
2026-03-12 00:00:00+00:00,9,4,0,0
2026-03-13 00:00:00+00:00,9,4,1,1
2026-03-14 00:00:00+00:00,5,4,0,0
